latitude,longitude,month,rainfall_mm,humidity_pct,temperature_c,wind_speed_kmh,elevation_m,slope_degree,soil_type,river_proximity_km,ndvi,risk_label
6.9,79.85,2023-08,149.6,92.8,27.1,19.7,8.8,0.6,clay,3.14,0.57,Flood
6.9,79.875,2024-03,79.9,94.9,28.1,16.7,17.2,0.3,clay,2.29,0.56,Warning
6.9,79.9,2024-01,138.1,94.3,26.0,14.2,18.9,1.4,clay,4.0,0.61,Warning
6.9,79.9,2025-01,278.6,94.9,25.6,14.2,18.9,1.4,clay,4.0,0.58,Warning
6.9,79.925,2025-05,274.2,94.1,27.8,18.1,28.1,3.3,sandy,6.21,0.61,Warning
6.9,79.875,2024-08,335.6,92.7,26.8,19.2,17.2,0.3,clay,2.29,0.58,Flood
6.9,79.85,2023-09,554.6,95.0,26.0,19.3,8.8,0.6,clay,3.14,0.55,Flood
6.9,79.85,2024-02,38.3,92.8,27.6,17.0,8.8,0.6,clay,3.14,0.42,Warning
6.9,79.925,2024-02,38.3,92.8,27.6,17.0,28.1,3.3,sandy,6.21,0.45,Warning
6.9,79.85,2023-04,138.2,95.4,27.4,13.7,8.8,0.6,clay,3.14,0.58,Flood
6.9,79.85,2024-06,355.6,93.5,27.1,21.2,8.8,0.6,clay,3.14,0.55,Flood
6.9,79.875,2023-10,564.4,96.6,25.6,14.8,17.2,0.3,clay,2.29,0.55,Flood
6.9,79.9,2024-03,79.9,94.9,28.1,16.7,18.9,1.4,clay,4.0,0.56,Warning
6.9,79.925,2025-02,49.0,92.1,27.4,14.6,28.1,3.3,sandy,6.21,0.48,Warning
6.9,79.85,2023-07,250.1,92.9,26.9,21.0,8.8,0.6,clay,3.14,0.56,Flood
6.9,79.925,2023-07,250.1,92.9,26.9,21.0,28.1,3.3,sandy,6.21,0.6,Warning
6.9,79.875,2024-07,307.4,93.6,27.1,18.9,17.2,0.3,clay,2.29,0.62,Flood
6.9,79.925,2025-04,177.0,95.0,27.4,13.3,28.1,3.3,sandy,6.21,0.56,Warning
6.9,79.875,2025-02,49.0,92.1,27.4,14.6,17.2,0.3,clay,2.29,0.43,Warning
6.9,79.875,2024-10,410.6,95.4,26.3,16.9,17.2,0.3,clay,2.29,0.62,Flood
6.9,79.925,2023-10,564.4,96.6,25.6,14.8,28.1,3.3,sandy,6.21,0.61,Warning
6.9,79.875,2024-06,355.6,93.5,27.1,21.2,17.2,0.3,clay,2.29,0.54,Flood
6.9,79.925,2023-11,488.6,97.5,25.5,12.0,28.1,3.3,sandy,6.21,0.68,Warning
6.9,79.9,2023-04,138.2,95.4,27.3,13.7,18.9,1.4,clay,4.0,0.59,Warning
6.9,79.85,2025-05,275.8,94.1,27.8,18.1,8.8,0.6,clay,3.14,0.55,Flood
6.9,79.9,2024-10,410.6,95.4,26.3,16.9,18.9,1.4,clay,4.0,0.56,Warning
6.9,79.925,2025-03,124.6,94.8,27.3,11.6,28.1,3.3,sandy,6.21,0.59,Warning
6.9,79.925,2023-05,238.3,94.7,27.3,17.0,28.1,3.3,sandy,6.21,0.61,Warning
6.9,79.875,2024-01,138.1,94.3,26.0,14.2,17.2,0.3,clay,2.29,0.61,Flood
6.9,79.9,2023-01,85.9,91.1,25.2,17.3,18.9,1.4,clay,4.0,0.6,Warning
6.9,79.925,2023-04,138.2,95.4,27.3,13.7,28.1,3.3,sandy,6.21,0.66,Warning
6.9,79.875,2024-08,334.0,92.8,26.8,19.1,17.2,0.3,clay,2.29,0.58,Flood
6.9,79.925,2023-02,67.3,95.1,25.6,15.8,28.1,3.3,sandy,6.21,0.52,Warning
6.9,79.875,2023-07,248.4,92.8,27.0,21.0,17.2,0.3,clay,2.29,0.57,Flood
6.9,79.85,2025-01,285.6,95.0,25.7,14.0,8.8,0.6,clay,3.14,0.58,Flood
6.9,79.875,2025-05,274.2,94.1,27.8,18.1,17.2,0.3,clay,2.29,0.61,Flood
6.9,79.9,2024-06,355.6,93.5,27.1,21.2,18.9,1.4,clay,4.0,0.54,Warning
6.9,79.875,2023-04,138.2,95.4,27.3,13.7,17.2,0.3,clay,2.29,0.55,Flood
6.9,79.85,2023-05,240.2,94.7,27.4,17.0,8.8,0.6,clay,3.14,0.54,Flood
6.9,79.9,2023-02,67.3,95.1,25.6,15.8,18.9,1.4,clay,4.0,0.5,Warning
6.9,79.9,2023-06,379.3,94.7,27.0,19.5,18.9,1.4,clay,4.0,0.67,Warning
6.9,79.875,2024-11,347.6,96.3,25.8,15.2,17.2,0.3,clay,2.29,0.56,Flood
6.9,79.875,2023-09,554.6,95.0,26.0,19.3,17.2,0.3,clay,2.29,0.56,Flood
6.9,79.875,2023-01,85.9,91.1,25.2,17.3,17.2,0.3,clay,2.29,0.51,Warning
6.9,79.925,2024-09,310.4,92.9,27.0,20.0,28.1,3.3,sandy,6.21,0.56,Warning
6.9,79.85,2025-05,267.1,94.1,27.7,18.2,8.8,0.6,clay,3.14,0.55,Flood
6.9,79.85,2023-02,67.3,95.1,25.6,15.8,8.8,0.6,clay,3.14,0.43,Warning
6.9,79.875,2024-12,130.0,94.2,26.7,13.7,17.2,0.3,clay,2.29,0.61,Flood
6.9,79.85,2024-10,410.6,95.4,26.3,16.9,8.8,0.6,clay,3.14,0.59,Flood
6.9,79.85,2023-03,141.2,95.9,26.5,13.1,8.8,0.6,clay,3.14,0.55,Flood
6.9,79.85,2024-12,130.0,94.2,26.7,13.7,8.8,0.6,clay,3.14,0.6,Flood
6.9,79.925,2024-05,656.3,95.1,27.7,20.1,28.1,3.3,sandy,6.21,0.63,Warning
6.9,79.925,2024-01,138.1,94.3,26.0,14.2,28.1,3.3,sandy,6.21,0.62,Warning
6.9,79.925,2024-01,,,,,28.1,3.3,sandy,6.21,0.62,Warning
6.9,79.925,2023-01,85.9,91.1,25.2,17.3,28.1,3.3,sandy,6.21,0.57,Warning
6.9,79.9,2024-05,656.3,95.1,27.7,20.1,18.9,1.4,clay,4.0,0.58,Warning
6.9,79.85,2023-10,565.6,96.6,25.6,14.9,8.8,0.6,clay,3.14,0.55,Flood
6.9,79.875,2023-08,159.6,92.9,27.0,19.7,17.2,0.3,clay,2.29,0.54,Flood
6.9,79.85,2024-09,310.4,92.9,27.1,20.0,8.8,0.6,clay,3.14,0.6,Flood
6.9,79.9,2024-02,38.3,92.8,27.6,17.0,18.9,1.4,clay,4.0,0.44,Warning
6.9,79.925,2024-08,334.0,92.8,26.8,19.1,28.1,3.3,sandy,6.21,0.65,Warning
6.9,79.85,2024-03,79.9,94.9,28.1,16.7,8.8,0.6,clay,3.14,0.52,Warning
6.9,79.925,2023-06,379.3,94.7,27.0,19.5,28.1,3.3,sandy,6.21,0.61,Warning
6.9,79.925,2024-04,177.2,96.1,28.2,14.5,28.1,3.3,sandy,6.21,0.64,Warning
