latitude,longitude,elephant_risk,deer_risk,wildboar_risk,buffalo_risk
6.925,79.925,0.027544527976373034,0.1700917927933016,0.0045484179299016304,3.808085434065565e-05
6.925,79.95,0.039887097168006674,0.24998748332349838,0.006913262821964697,7.016791736526167e-05
6.925,79.975,0.05313573465997839,0.3232104846044865,0.010269797584680555,0.0001254719120809553
6.925,80.0,0.06246320705193074,0.3381259594446804,0.014849967862611954,0.00022070155592853602
6.925,80.025,0.06388721397380663,0.2810420446217303,0.02079707262009981,0.00038449362870081436
6.925,80.05,0.061596547487070906,0.20057922380825552,0.028048177419641163,0.0006658204325928316
6.925,80.075,0.06459373468835787,0.13373779864590699,0.03621073885144096,0.0011481976142957285
6.925,80.1,0.08091843104168148,0.08880526310151554,0.04451764433921654,0.0019735393376050362
6.925,80.125,0.11882269109931518,0.06286303643912187,0.05198163371690154,0.0033818553110928433
6.925,80.15,0.16593863677363052,0.051525947300922685,0.0578234007423647,0.005776470757513775
6.925,80.175,0.10192597706430312,0.05156522009312648,0.062083515235197284,0.009829148450383525
6.925,80.2,0.05899613083215219,0.060812660723811224,0.06616082398336988,0.016644456666367366
6.925,80.225,0.034030886739630034,0.07697928364859406,0.0730620014999426,0.028003647998205494
6.925,80.25,0.01964157984744675,0.09598457742450064,0.08741222532321166,0.04669095261564963
6.925,80.275,0.011390506294306385,0.11104489111706528,0.1154442683592065,0.07682788927284007
6.925,80.3,0.0066868728587787685,0.11489554424771134,0.1648862781433939,0.12389246566649394
6.925,80.325,0.004031625622088189,0.10500622399388741,0.2436463020697169,0.19342521076339825
6.925,80.35,0.002570200156128579,0.0857093591514129,0.35405166201164273,0.2860187667837872
6.925,80.375,0.0018358229094690894,0.06402942129950623,0.4775991471001106,0.3855285290396365
6.95,79.85,0.007098807499970366,0.0316333363075313,0.0008428962553633337,2.959318680692321e-06
6.95,79.875,0.011783522664526326,0.05045888449112215,0.0013351120712092608,9.600562281913655e-06
6.95,79.9,0.01837262790199733,0.07801744809399362,0.0020729394020677317,2.110668953510778e-05
6.95,79.925,0.026945673993106746,0.11484000885967555,0.003154493161818655,4.103718893070041e-05
6.95,79.95,0.036766747804347986,0.15632878159294447,0.004697670686669432,7.555108159100553e-05
6.95,79.975,0.04584310836594937,0.18898489182809314,0.0068285864723722604,0.00013530021072047908
6.95,80.0,0.05154277369849421,0.1953850878447507,0.0096564192663217,0.0002386957526593233
6.95,80.025,0.053001065077832726,0.1718657342969874,0.013232724740923109,0.000417537395152577
6.95,80.05,0.053054825044583365,0.1334358284176238,0.01750201899614445,0.0007266995840284556
6.95,80.075,0.0568189218125411,0.09686499767176583,0.0222668242503125,0.0012607661845209187
6.95,80.1,0.06883578369121991,0.07037720906823831,0.027209613048632512,0.0021825229512774267
6.95,80.125,0.08903747950897091,0.05582521141295515,0.03202072130115046,0.0037715840166202045
6.95,80.15,0.09904415619797824,0.05294235813445349,0.036656093180832065,0.006506953373644109
6.95,80.175,0.077779986971301,0.06161186161253833,0.04169471863271807,0.011206138569887343
6.95,80.2,0.05047674891278911,0.08227408877655223,0.04873066699531602,0.01925679037410674
6.95,80.225,0.030965168918972937,0.11464725197400852,0.06078000394809521,0.032994902320021266
6.95,80.25,0.018792239414448658,0.15431287116222317,0.08280295541581482,0.05630072274921229
6.95,80.275,0.011551381674972829,0.18834478368918653,0.12253128127053381,0.0954711577708284
6.95,80.3,0.007343536380187259,0.1981513644322282,0.19167280942474066,0.16027221315979343
6.95,80.325,0.004932097876897854,0.17661378065146024,0.3068018047506392,0.2643484385291952
6.95,80.35,0.003570935730597226,0.13684716366444785,0.4859185142680644,0.42128385969827425
6.95,80.375,0.0028449154664866574,0.09628345707064558,0.7227736841962211,0.62289909520197
6.975,79.85,0.008186014091029618,0.023329749938120238,0.000596454744592556,3.2534236074960642e-06
6.975,79.875,0.013472232304579949,0.035739833917959735,0.0009341393902781589,1.012983233317438e-05
6.975,79.9,0.020926122593937634,0.052646836421021276,0.0014296860975827872,2.206415198973256e-05
6.975,79.925,0.030605960284764925,0.07333845446985446,0.0021400304164734553,4.277679322410534e-05
6.975,79.95,0.04145816448594696,0.09448501979652284,0.0031304918533680555,7.872387589434841e-05
6.975,79.975,0.050663223886493004,0.10981168258418021,0.00446731432160322,0.00014110785017743812
6.975,80.0,0.054828603522678356,0.11303087595176936,0.006204410147231377,0.00024936473403696464
6.975,80.025,0.05356361810671579,0.1030748142744073,0.008365644423561277,0.00043721113021295415
6.975,80.05,0.050455898299155304,0.08535651750895101,0.010929257575093386,0.0007631271617238805
6.975,80.075,0.04978468999937331,0.0673058738135759,0.013828834948007589,0.0013285229161783658
6.975,80.1,0.05362503434499709,0.0543252428998411,0.016992686236288232,0.0023092050230862633
6.975,80.125,0.05979238109632148,0.04941110567386985,0.020445034638342373,0.004009844927934944
6.975,80.15,0.060730172356914025,0.054660784913765366,0.024484309529030926,0.006958174918811824
6.975,80.175,0.0514436758944775,0.0727649833421739,0.02994276538906079,0.012067664648683278
6.975,80.2,0.03753662012068208,0.10774913402552269,0.038538431063278956,0.02091786937170843
6.975,80.225,0.025442727171078983,0.16407301781968409,0.053378227591048454,0.0362359035673691
6.975,80.25,0.016967898047832712,0.24115129358780443,0.07976620366875324,0.06271835068294289
6.975,80.275,0.011598008176904257,0.3181178488658783,0.12660169836552546,0.10841810344953112
6.975,80.3,0.008364902749138136,0.3435072498810516,0.2088093628513281,0.18702535054107183
6.975,80.325,0.006453369320654734,0.29227945812003947,0.3513921023165733,0.32136810300654867
6.975,80.35,0.005308813467316708,0.2093904457568084,0.5953898286710305,0.5474487479791796
6.975,80.375,0.004611673210440345,0.13685097633915472,1.0,0.9090035210902224
7.0,79.85,0.009811046851991247,0.016362791485049502,0.0004103343135972561,3.323026468140933e-06
7.0,79.875,0.01625980177837879,0.024116067599803545,0.0006377855644378976,1.0248270422101054e-05
7.0,79.9,0.025767477574087615,0.03403523130340267,0.0009651889553888634,2.2270478929042196e-05
7.0,79.925,0.03899980893940628,0.04536781080222901,0.0014254473085093095,4.314260599302482e-05
7.0,79.95,0.055261865454504594,0.05621346335466891,0.0020551871338717422,7.938089445937822e-05
7.0,79.975,0.06979616045627153,0.06377276903829641,0.0028908642760451094,0.00014229930186422115
7.0,80.0,0.07373740705926318,0.06566794959689594,0.003963110099684352,0.0002515416009162841
7.0,80.025,0.06576133415210832,0.06164877704598666,0.005291321989698815,0.00044121354045747346
7.0,80.05,0.05470687337388346,0.05400576918029054,0.006883494996637875,0.000770528686076468
7.0,80.075,0.04686503032455682,0.046299646816329504,0.008750178542308262,0.001342289511800467
7.0,80.1,0.043347655790280035,0.04195550243467585,0.01094500618865549,0.0023349685492001105
7.0,80.125,0.04215522214501114,0.04397576313555447,0.013646008529236385,0.004058393247237287
7.0,80.15,0.03988161067093849,0.055686579695578886,0.017292235644330484,0.007050389871045723
7.0,80.175,0.034575029979083315,0.08200418138270137,0.02279398119614208,0.012244485485123463
7.0,80.2,0.027457019354413924,0.1309247193380086,0.03185195180084472,0.021260838077222174
7.0,80.225,0.02080747548824808,0.21473234883123293,0.047461988355252484,0.036910729415469266
7.0,80.25,0.015813746217452813,0.34765595013321593,0.07475471058497522,0.06407074445573567
7.0,80.275,0.012531391056980389,0.5202970729826684,0.12242756525442701,0.11119540995286464
7.0,80.3,0.010523747181297718,0.5956906519192451,0.20516893662008848,0.1929266951583669
7.0,80.325,0.00928700630454308,0.4573593046712946,0.3475838651793962,0.3345611825038949
7.0,80.35,0.008429263220831996,0.29206427137619484,0.5895789595625418,0.5795029251791773
7.0,80.375,0.007726142890724199,0.17647645794858594,0.9853703056273342,1.0
7.025,79.85,0.011830833001064866,0.01104181856351221,0.00027401222027692893,3.1666062471004338e-06
7.025,79.875,0.01978575559273065,0.01571595985873137,0.00042515703957237544,9.950422283400726e-06
7.025,79.9,0.03207480480116929,0.02139253566676657,0.00063912578781009,2.1712281521656533e-05
7.025,79.925,0.05067098754302251,0.027552736097501106,0.0009352035159775018,4.210555062254454e-05
7.025,79.95,0.07731442507559307,0.03321151895482775,0.0013347714486016192,7.746225394689267e-05
7.025,79.975,0.10761248726190739,0.037140049314979114,0.0018598343245205882,0.00013875415300991644
7.025,80.0,0.11378392211564284,0.038434796984829336,0.002531649483035465,0.00024498643075760855
7.025,80.025,0.0890413228037978,0.03713417729678408,0.003371274255757508,0.00042906692807534154
7.025,80.05,0.06453710597233105,0.03440045953056291,0.004405582076690455,0.0007479487514863442
7.025,80.075,0.04830146231974792,0.03217976434365527,0.005684455728544503,0.0013001395875572664
7.025,80.1,0.03883270092795456,0.032798553703778446,0.007317090193879271,0.0022558864443479997
7.025,80.125,0.03340254195002652,0.038986273770501054,0.009537492316736588,0.003909112830891434
7.025,80.15,0.02954100120708572,0.05449471553423143,0.012812262346833405,0.006766542634757889
7.025,80.175,0.025814489531070735,0.08533930963317342,0.01801023820277394,0.01170002678520531
7.025,80.2,0.022109053234104104,0.1418423164848341,0.026667456135494486,0.020205291232422443
7.025,80.225,0.018974866712119096,0.24198115617538635,0.04140455561059651,0.03483702792017728
7.025,80.25,0.016807186999051333,0.4169226825673699,0.06658222090934039,0.05992748988028851
7.025,80.275,0.015577316808771172,0.7189981019355732,0.10928460700067529,0.10273192769769196
7.025,80.3,0.014963534993706968,1.0,0.1805854048717374,0.1751088193937276
7.025,80.325,0.014558044884255167,0.5916502347557664,0.2963101394918357,0.29539812516673514
7.025,80.35,0.014025580474729524,0.3417560583143636,0.4732142019915856,0.487654958015731
7.025,80.375,0.013199795737795962,0.197185539433645,0.7034898652769151,0.7622146648356539
7.05,79.85,0.014031748553663482,0.0072361232523402074,0.00017678896328287888,2.8037438550839307e-06
7.05,79.875,0.023489522921302176,0.009990924324018014,0.00027641461630110797,9.269229097783611e-06
7.05,79.9,0.03832321505714438,0.013201038760947489,0.00041557734238995095,2.0447550222560245e-05
7.05,79.925,0.06150758638945545,0.016560940623362833,0.0006059804394849338,3.977147199554669e-05
7.05,79.95,0.0978858115595949,0.019587254545893034,0.0008609796189709896,7.316646096420769e-05
7.05,79.975,0.15548450396688066,0.021753481053642183,0.0011955203523378816,0.0001308522449703751
7.05,80.0,0.1726496784976966,0.022740678186361128,0.0016269007699284354,0.00023043728462743388
7.05,80.025,0.1122484294728775,0.02268801687588351,0.002177798436519701,0.00040222364452652915
7.05,80.05,0.074927620981343,0.022298795738695146,0.002884052986595644,0.0006982783333701138
7.05,80.075,0.052150491679527324,0.02278990065973574,0.003811027360762757,0.001207894280223575
7.05,80.1,0.038493707355354644,0.025846632861559263,0.00508393255930524,0.0020838254065128903
7.05,80.125,0.030478531966779195,0.03379071021737555,0.00693942633655683,0.0035865331535103497
7.05,80.15,0.025766622646730554,0.0501041736080073,0.00980861386107551,0.006158163796489551
7.05,80.175,0.022944063565597552,0.08040698140764012,0.014446129911912629,0.010544644256667571
7.05,80.2,0.021373925363767216,0.13398855878936722,0.022126400359700798,0.017993147829512824
7.05,80.225,0.020858856609490172,0.22578808201448616,0.034932861227476554,0.03056071493766997
7.05,80.25,0.02125517308672938,0.37674817706984387,0.05615389215042719,0.051566627048093804
7.05,80.275,0.02225737218505462,0.5937557618146884,0.09072415133449373,0.08616642462678395
7.05,80.3,0.02338400553585053,0.7054655973738232,0.14538148829765926,0.1417919899071783
7.05,80.325,0.024089566599401833,0.5111442650722914,0.22742240002820727,0.22740985618222434
7.05,80.35,0.023933771250263833,0.3137320598078014,0.3391390154184216,0.3482612670897934
7.05,80.375,0.02274207727101891,0.18571695984439027,0.46384245333316293,0.48858861284114397
7.075,79.85,0.016287576849596568,0.004638663866252916,0.00010910632757580216,2.2748433500392732e-06
7.075,79.875,0.027086480298829364,0.006241114247239555,0.0001746785121338738,8.273999438548193e-06
7.075,79.9,0.043681190493589414,0.00805119120833227,0.0002654103527517979,1.85997931392981e-05
7.075,79.925,0.06845896978004502,0.009904464107932016,0.00038879413002910324,3.6367125259670386e-05
7.075,79.95,0.10359879452533088,0.01157506992947445,0.0005538884902629308,6.69192373601378e-05
7.075,79.975,0.14520727476862313,0.012850242987304524,0.0007719585706349069,0.0001194062945055324
7.075,80.0,0.1535201557243719,0.013646835082065498,0.0010581187088875906,0.0002094658686726438
7.075,80.025,0.11668996038378847,0.014127037148865344,0.0014350562300074806,0.00036375624998896835
7.075,80.05,0.08170970321102036,0.014770100569304412,0.0019405822914457392,0.0006275838503236444
7.075,80.075,0.05696641138082419,0.01640471913783615,0.0026416177951471523,0.001077649868554204
7.075,80.1,0.04099036073345102,0.020266790690161192,0.003658297116747773,0.001843158937089597
7.075,80.125,0.03147334183915175,0.028169475304513303,0.005203231065132262,0.0031403368223962324
7.075,80.15,0.026475458007273082,0.04284615475441624,0.007642700322950805,0.005327859254778225
7.075,80.175,0.024630468103288814,0.06845452808620264,0.011588419761805637,0.008993450989659492
7.075,80.2,0.025083061799816272,0.1110164769883692,0.01802893397334936,0.015083313944911669
7.075,80.225,0.027279163386093215,0.17778272401369044,0.028503290389275536,0.02508079183584758
7.075,80.25,0.030710480405210006,0.2717726170320829,0.045292165395209076,0.0412142150362937
7.075,80.275,0.03472051204641653,0.37170335819726197,0.07152127424658455,0.06659010103914582
7.075,80.3,0.038439490455518914,0.406904413083969,0.11088295231910208,0.10492943002628793
7.075,80.325,0.04088699010862894,0.33848648121875363,0.16635242724258809,0.15912058052492836
7.075,80.35,0.04124955300219072,0.2348635422124984,0.23712119933695508,0.2272198916281804
7.075,80.375,0.039227479251116526,0.14963753144305758,0.31461797600918706,0.2955403089642813
7.1,79.85,0.018610192058175046,0.0029249243994261395,6.312781066721305e-05,1.6398161388376307e-06
7.1,79.875,0.030811742712973454,0.0038515964914956533,0.00010663551484015087,7.065329355929539e-06
7.1,79.9,0.049135133724727095,0.0048763392191673045,0.00016652360462528746,1.63448693895543e-05
7.1,79.925,0.07497959030351724,0.005916870288073975,0.00024790657455036507,3.221004412074284e-05
7.1,79.95,0.10712680197425162,0.006874548539158976,0.0003574199382183054,5.930805173425323e-05
7.1,79.975,0.1360317912435545,0.007675119890798708,0.0005041299747274417,0.00010552269194013298
7.1,80.0,0.14183556508230588,0.008326631744172877,0.0007013868524133703,0.00018418341995723073
7.1,80.025,0.11997958732114128,0.008979338678596646,0.0009704094369156326,0.00031773463954700993
7.1,80.05,0.08948355048985174,0.009975109476777754,0.001346822932459118,0.000543777906126391
7.1,80.075,0.06375633904885843,0.011891430508759335,0.0018919315808019156,0.0009249088016481249
7.1,80.1,0.04600386634875178,0.0156047497660206,0.0027112042378935027,0.0015644868121830891
7.1,80.125,0.03549922502987161,0.02240040947749877,0.00398326269304774,0.002631378052167097
7.1,80.15,0.030738673070661606,0.034126220551060474,0.006003445621679691,0.004397573600379463
7.1,80.175,0.030416504108519746,0.0532977797995534,0.009246199194285157,0.007292651220964929
7.1,80.2,0.0335872866277871,0.08283937736076236,0.014448441683103847,0.011976280629893735
7.1,80.225,0.039517995435107735,0.12463985176077923,0.022707711465652567,0.01941958975814606
7.1,80.25,0.04742733184364795,0.1754380109130278,0.03556675004554442,0.030958288840793637
7.1,80.275,0.05622748133489365,0.22018378985805345,0.055009977044515844,0.04821815320796632
7.1,80.3,0.06436916146800721,0.23381016144584582,0.0832279256921529,0.07270150734355404
7.1,80.325,0.06993878133435104,0.2062347471847089,0.12197947153769667,0.10470208236043106
7.1,80.35,0.07119679740438156,0.1564597568178701,0.17165145758086564,0.14135410204399412
7.1,80.375,0.06745433381711517,0.10761808115576287,0.23110937490675626,0.17472132092062995
7.125,79.85,0.020987410408605113,0.0018218974188874432,3.284572822103145e-05,9.774311094618795e-07
7.125,79.875,0.03496378420822101,0.002357722917887223,6.240386029742417e-05,5.7697714763490035e-06
7.125,79.9,0.056105388301729786,0.0029434827414765805,0.00010304081846870977,1.3895485837040129e-05
7.125,79.925,0.08608948751533167,0.0035413009805174644,0.0001584806349890335,2.767174956792015e-05
7.125,79.95,0.12414379449757099,0.004113141467716422,0.00023387424918346175,5.1001443893772415e-05
7.125,79.975,0.16162690130758092,0.004643424162035456,0.00033674132185778564,9.043067973503055e-05
7.125,80.0,0.1716857962588151,0.0051696184261075225,0.00047871487620313607,0.00015688422913841146
7.125,80.025,0.14259468893286387,0.0058155351746934985,0.0006786605627399535,0.00026848494659121973
7.125,80.05,0.10477329745353602,0.006823639080433669,0.0009680288163049527,0.0004550752520561335
7.125,80.075,0.07418072708270296,0.008588464694417817,0.0013996656216017829,0.0007653449762492
7.125,80.1,0.05362090110055164,0.01169750362209932,0.002061748560934442,0.0012778086267520752
7.125,80.125,0.04219711662963035,0.016979561610238413,0.003098978982627976,0.0021171602328355675
7.125,80.15,0.038282409813826655,0.0255326806093469,0.004743476173600667,0.0034774584225554335
7.125,80.175,0.04048923647194985,0.03863936247796374,0.007357526525432797,0.005652423824990801
7.125,80.2,0.04784342846917289,0.05736147883779175,0.01148844414469536,0.009069319349703888
7.125,80.225,0.059572452305688466,0.0814877968408777,0.017930602858019715,0.014313599338699676
7.125,80.25,0.07471322123055757,0.10771895977201622,0.027779461534131442,0.02211265896938001
7.125,80.275,0.09166958548679957,0.12838011788076858,0.04244894861388095,0.03321597874708297
7.125,80.3,0.10782296533178198,0.13424167639704557,0.06362317751263193,0.048076007318070914
7.125,80.325,0.11942749331197515,0.12212851536077562,0.09317739186651788,0.06625109523716126
7.125,80.35,0.12252242218338204,0.09823230874524523,0.133322756875876,0.08564434909946325
7.125,80.375,0.11530103866696446,0.07193995133999197,0.1876239603411654,0.10217132244096687
7.15,79.85,0.023145677256049702,0.0011246841847526248,1.3938855877247915e-05,3.8782158769534875e-07
7.15,79.875,0.03918820834589189,0.0014359551732034553,3.506898409085279e-05,4.53815352244698e-06
7.15,79.9,0.0642873741596377,0.0017755601217019996,6.415973698015486e-05,1.1489907557306806e-05
7.15,79.925,0.10153678649206596,0.002128219848740304,0.00010408908022174503,2.3146126699424012e-05
7.15,79.95,0.15245532502311088,0.002483280251202801,0.0001590167028418175,4.267589526744163e-05
7.15,79.975,0.2161459607418819,0.0028474957047887363,0.00023524309392238793,7.532585591598262e-05
7.15,80.0,0.24751725582882517,0.0032618341025859843,0.00034272191032994883,0.0001297228101716741
7.15,80.025,0.18056072938097087,0.003820360674741295,0.0004976460252179237,0.00021993568868397976
7.15,80.05,0.12647044316350478,0.004689716233503329,0.0007267262918029607,0.0003686812575120674
7.15,80.075,0.0877077783360574,0.006128872491659746,0.0010740367979643795,0.0006121897103088394
7.15,80.1,0.06331985131114311,0.00850796059085428,0.0016116062907245272,0.0010073487710673928
7.15,80.125,0.051208625051534375,0.012317722911554996,0.0024552612294139963,0.0016417001802949396
7.15,80.15,0.049115815055346526,0.018142968046767474,0.003787481970433376,0.002646409631277695
7.15,80.175,0.05544738805617478,0.026542508038231036,0.005889033217918574,0.004210962525757838
7.15,80.2,0.06932723430127442,0.037747177966415205,0.00918060551950514,0.006595198481671438
7.15,80.225,0.09018411540206202,0.0511168045027744,0.014274580025494435,0.010128266452033463
7.15,80.25,0.11706910166457267,0.0645279493980104,0.022036428468883776,0.015174557845290327
7.15,80.275,0.14788140020019117,0.07437401108905078,0.03366005745872554,0.022036187054173623
7.15,80.3,0.1785934050512011,0.0770559463913858,0.05078460349328034,0.030761528779579224
7.15,80.325,0.20227453456009703,0.07144077990049365,0.07574529724267015,0.040866453847998904
7.15,80.35,0.2095758053163837,0.05978195209603012,0.11217765486771403,0.05108165211395951
7.15,80.375,0.19522268665330864,0.04595190816234694,0.1663472257568926,0.059390314951037165
7.175,79.85,0.024483081498795363,0.0006897039881737018,3.538605853388208e-06,1.5523660444174625e-09
7.175,79.875,0.04223420425977377,0.0008720653603207258,2.0151603688230716e-05,3.552450509918348e-06
7.175,79.9,0.07118445225138166,0.0010723955082052178,4.305414794397004e-05,9.392322877613491e-06
7.175,79.925,0.11653324402598031,0.0012861511735328423,7.460782932960415e-05,1.9035028455696973e-05
7.175,79.95,0.18010291326911518,0.0015139165821372188,0.0001182811604220471,3.497117131526978e-05
7.175,79.975,0.24485514077140327,0.0017686937292418867,0.00017937894834551464,6.1266491646755e-05
7.175,80.0,0.2621400834824022,0.0020852448290958905,0.00026629524061924707,0.0001044984670537509
7.175,80.025,0.2096874118016729,0.002530602614275695,0.00039261209542299375,0.0001751957288726561
7.175,80.05,0.14847791978050232,0.003214735810278399,0.0005805179115401693,0.0002899981018131395
7.175,80.075,0.10150733156935011,0.004300012584026129,0.0008662197053325037,0.00047479546567785405
7.175,80.1,0.07358174149451711,0.006006268440793258,0.0013082823948893268,0.0007690868375562128
7.175,80.125,0.061894399850924584,0.008603338596716205,0.0020001539059377785,0.0012316341977699587
7.175,80.15,0.06330567935842511,0.01237413281195121,0.0030885427912697517,0.0019469973342443457
7.175,80.175,0.07609158843363188,0.017521769411478535,0.004799858758648588,0.0030314533514162047
7.175,80.2,0.09980819588001531,0.02399674984860449,0.007477815329871688,0.004634787086587658
7.175,80.225,0.13458231501897241,0.031263321068454225,0.011637213928941547,0.00693129950792065
7.175,80.25,0.17990446978987681,0.03813670379737737,0.018043744178448933,0.010089734723419796
7.175,80.275,0.2331965494521067,0.042951309615323056,0.027841521403040394,0.014210403448010006
7.175,80.3,0.2890570367517749,0.04423038858166858,0.04277637862761421,0.019224989717142486
7.175,80.325,0.33687554286481797,0.041534661368946756,0.06561204459875421,0.02477947962216152
7.175,80.35,0.35482399156027766,0.03575134271138555,0.10090810847199709,0.030165133680286567
7.175,80.375,0.3248934599664141,0.02852935928203624,0.1563975197670017,0.03439851371894649
7.2,79.85,0.024296183772977837,0.0004207938266124213,0.0,0.0
7.2,79.875,0.042388764058603985,0.0005288425969643422,1.5150347946164067e-05,3.0474926440774985e-06
7.2,79.9,0.07274878400978528,0.0006492494125254247,3.601404498231247e-05,7.913258825245308e-06
7.2,79.925,0.12303169983647108,0.0007820723887858095,6.468383193115476e-05,1.576262520506826e-05
7.2,79.95,0.2030243658713916,0.0009316083908662974,0.00010417600975129191,2.8490548358369475e-05
7.2,79.975,0.27608475018076156,0.001110533147373745,0.0001590125012845292,4.914694306645376e-05
7.2,80.0,0.2687906609626617,0.0013450352386660009,0.0002362218427791692,8.258380642234599e-05
7.2,80.025,0.24245364605338024,0.001680409442247087,0.0003470244385530432,0.00013641729739731002
7.2,80.05,0.16611112952580692,0.002186275838963002,0.0005095995952482542,0.00022241515423005625
7.2,80.075,0.11084227018288534,0.002959987457142675,0.0007535160303692584,0.0003584154993462853
7.2,80.1,0.08203576145855526,0.004125394772880084,0.0011266677278594236,0.0005708237692288238
7.2,80.125,0.07339197285709782,0.005821599182527852,0.0017059400188107596,0.0008975607868408447
7.2,80.15,0.08091816906160172,0.008173244264688557,0.002613433441839605,0.0013909552112188535
7.2,80.175,0.10323825231836556,0.011233200064343786,0.004041101323785994,0.002119375354916856
7.2,80.2,0.140931622011657,0.014896870769577778,0.006288551017403067,0.003165308335397384
7.2,80.225,0.1956942900306523,0.0188132916718937,0.009822429626872069,0.004616262153478051
7.2,80.25,0.2684602343925541,0.022359375180824724,0.01537301561663561,0.006543980402410057
7.2,80.275,0.3555641816793292,0.024763322096124904,0.024097319356872995,0.008968680161569272
7.2,80.3,0.44909798994151434,0.025393853030692165,0.03786207482734559,0.011810969775640511
7.2,80.325,0.540026391612959,0.0240709786084155,0.05973732873289347,0.014846648902710105
7.2,80.35,0.5890683695266474,0.02116551079295997,0.09483857609498159,0.017695212712987393
7.2,80.375,0.5178275108016508,0.01740312073792486,0.15169525911420767,0.01987745257980879
7.225,79.85,0.02223385979325861,0.0002555399042902666,2.7267899987104114e-06,6.541193382079589e-07
7.225,79.875,0.038622688202281166,0.00032038729194527773,1.922157783173158e-05,3.3563505649029015e-06
7.225,79.9,0.0657545631801222,0.00039408889765643005,4.188572697037899e-05,7.460746003425361e-06
7.225,79.925,0.10964018322530238,0.0004783080297184932,7.27987747939933e-05,1.383091765511806e-05
7.225,79.95,0.17535135864443835,0.0005778035304404442,0.00011478806869960463,2.3859334542468587e-05
7.225,79.975,0.2305733692721457,0.0007027428797011541,0.0001718482975032839,3.97602144258815e-05
7.225,80.0,0.2402076243447455,0.0008714429013709882,0.0002498915962575643,6.500105379554159e-05
7.225,80.025,0.2348883098030105,0.0011131628715635323,0.0003580673229738852,0.00010492058654826255
7.225,80.05,0.15842795607680094,0.0014703046924970506,0.0005110234111522545,0.00016758077673959315
7.225,80.075,0.1089676951470927,0.0019989134723713896,0.0007326712838836979,0.00026488020939878217
7.225,80.1,0.08643830706601888,0.002765597651466213,0.0010622961613841765,0.00041389477024195506
7.225,80.125,0.08504074904547534,0.003837985884141047,0.0015642938989680396,0.0006382766929171753
7.225,80.15,0.10209678320420522,0.005265281233232615,0.0023435595483035135,0.0009692953550999751
7.225,80.175,0.1376024910604875,0.0070470281665213335,0.0035698871534874657,0.0014457138225482363
7.225,80.2,0.19368777295874554,0.009094349650598813,0.005517194333393231,0.0021111939428226844
7.225,80.225,0.27436906622170804,0.011199782982682526,0.00862788699735461,0.0030074902638758086
7.225,80.25,0.3845237362102331,0.013044189770542319,0.013620744499114738,0.00416178249039215
7.225,80.275,0.5195816193965287,0.01426648426777701,0.021674547288914492,0.005567881839492518
7.225,80.3,0.65320823695554,0.014588259183429087,0.034741935800149566,0.007164530265533191
7.225,80.325,0.788229850608075,0.01393350733055813,0.05608062572701253,0.008819433805086813
7.225,80.35,0.8474631490182437,0.012465505147448928,0.09113076223011984,0.01033235070758992
