segment_id,latitude,longitude,flood_probability_proxy,landslide_probability_proxy,elephant_risk,deer_risk,wildboar_risk,buffalo_risk
SEG_0071,6.975,79.975,0.9647058823529412,0.0,0.050663223886493,0.1098116825841802,0.0044673143216032,0.0001411078501774
SEG_0072,6.975,80.0,1.0,0.0,0.0548286035226783,0.1130308759517693,0.0062044101472313,0.0002493647340369
SEG_0073,6.975,80.025,0.0,0.0,0.0535636181067157,0.1030748142744073,0.0083656444235612,0.0004372111302129
SEG_0074,6.975,80.05,0.0,0.0,0.0504558982991553,0.085356517508951,0.0109292575750933,0.0007631271617238
SEG_0075,6.975,80.075,0.0,0.0,0.0497846899993733,0.0673058738135759,0.0138288349480075,0.0013285229161783
SEG_0076,6.975,80.1,1.0,0.0,0.053625034344997,0.0543252428998411,0.0169926862362882,0.0023092050230862
SEG_0077,6.975,80.125,1.0,0.0,0.0597923810963214,0.0494111056738698,0.0204450346383423,0.0040098449279349
SEG_0078,6.975,80.15,0.0,0.0,0.060730172356914,0.0546607849137653,0.0244843095290309,0.0069581749188118
SEG_0079,6.975,80.175,1.0,0.0,0.0514436758944775,0.0727649833421739,0.0299427653890607,0.0120676646486832
SEG_0080,6.975,80.2,0.0,0.0,0.037536620120682,0.1077491340255226,0.0385384310632789,0.0209178693717084
SEG_0081,6.975,80.225,0.0,0.9310344827586207,0.0254427271710789,0.164073017819684,0.0533782275910484,0.0362359035673691
SEG_0082,6.975,80.25,0.0,0.9310344827586207,0.0169678980478327,0.2411512935878044,0.0797662036687532,0.0627183506829428
SEG_0083,6.975,80.275,0.0,0.9310344827586207,0.0115980081769042,0.3181178488658783,0.1266016983655254,0.1084181034495311
SEG_0084,6.975,80.3,0.0,0.9310344827586207,0.0083649027491381,0.3435072498810516,0.2088093628513281,0.1870253505410718
SEG_0085,6.975,80.325,0.0,0.9310344827586207,0.0064533693206547,0.2922794581200394,0.3513921023165733,0.3213681030065486
SEG_0086,6.975,80.35,0.0,0.9310344827586207,0.0053088134673167,0.2093904457568084,0.5953898286710305,0.5474487479791796
SEG_0087,6.975,80.375,0.0,0.9655172413793104,0.0046116732104403,0.1368509763391547,1.0,0.9090035210902224
SEG_0088,7.0,79.85,0.0,0.0,0.0098110468519912,0.0163627914850495,0.0004103343135972,3.323026468140933e-06
SEG_0089,7.0,79.875,0.0,0.0,0.0162598017783787,0.0241160675998035,0.0006377855644378,1.0248270422101054e-05
SEG_0090,7.0,79.9,0.0,0.0,0.0257674775740876,0.0340352313034026,0.0009651889553888,2.22704789290422e-05
SEG_0091,7.0,79.925,1.0,0.0,0.0389998089394062,0.045367810802229,0.0014254473085093,4.314260599302482e-05
SEG_0092,7.0,79.95,0.967032967032967,0.0,0.0552618654545045,0.0562134633546689,0.0020551871338717,7.938089445937822e-05
SEG_0093,7.0,79.975,0.9743589743589743,0.0,0.0697961604562715,0.0637727690382964,0.0028908642760451,0.0001422993018642
SEG_0094,7.0,80.0,0.0,0.0,0.0737374070592631,0.0656679495968959,0.0039631100996843,0.0002515416009162
SEG_0095,7.0,80.025,0.0,0.0,0.0657613341521083,0.0616487770459866,0.0052913219896988,0.0004412135404574
SEG_0096,7.0,80.05,0.0,0.0,0.0547068733738834,0.0540057691802905,0.0068834949966378,0.0007705286860764
SEG_0097,7.0,80.075,0.0,0.0,0.0468650303245568,0.0462996468163295,0.0087501785423082,0.0013422895118004
SEG_0098,7.0,80.1,0.0,0.0,0.04334765579028,0.0419555024346758,0.0109450061886554,0.0023349685492001
SEG_0099,7.0,80.125,0.0,0.0,0.0421552221450111,0.0439757631355544,0.0136460085292363,0.0040583932472372
SEG_0100,7.0,80.15,0.0,0.8181818181818182,0.0398816106709384,0.0556865796955788,0.0172922356443304,0.0070503898710457
SEG_0101,7.0,80.175,0.0,0.0,0.0345750299790833,0.0820041813827013,0.022793981196142,0.0122444854851234
SEG_0102,7.0,80.2,0.0,0.0,0.0274570193544139,0.1309247193380086,0.0318519518008447,0.0212608380772221
SEG_0103,7.0,80.225,0.0,0.0,0.020807475488248,0.2147323488312329,0.0474619883552524,0.0369107294154692
SEG_0104,7.0,80.25,0.0,0.9310344827586207,0.0158137462174528,0.3476559501332159,0.0747547105849752,0.0640707444557356
SEG_0105,7.0,80.275,0.0,0.9310344827586207,0.0125313910569803,0.5202970729826684,0.122427565254427,0.1111954099528646
SEG_0106,7.0,80.3,0.0,0.9310344827586207,0.0105237471812977,0.5956906519192451,0.2051689366200884,0.1929266951583669
SEG_0107,7.0,80.325,0.0,0.9310344827586207,0.009287006304543,0.4573593046712946,0.3475838651793962,0.3345611825038949
SEG_0108,7.0,80.35,0.0,0.9310344827586207,0.0084292632208319,0.2920642713761948,0.5895789595625418,0.5795029251791773
SEG_0109,7.0,80.375,0.0,0.9310344827586207,0.0077261428907241,0.1764764579485859,0.9853703056273342,1.0
SEG_0110,7.025,79.85,0.0,0.0,0.0118308330010648,0.0110418185635122,0.0002740122202769,3.1666062471004338e-06
SEG_0111,7.025,79.875,0.0,0.0,0.0197857555927306,0.0157159598587313,0.0004251570395723,9.950422283400726e-06
SEG_0112,7.025,79.9,0.0,0.0,0.0320748048011692,0.0213925356667665,0.00063912578781,2.1712281521656533e-05
SEG_0113,7.025,79.925,0.0,0.0,0.0506709875430225,0.0275527360975011,0.0009352035159775,4.210555062254454e-05
SEG_0114,7.025,79.95,0.9680851063829787,0.0,0.077314425075593,0.0332115189548277,0.0013347714486016,7.746225394689267e-05
SEG_0115,7.025,79.975,0.9605263157894737,0.0,0.1076124872619073,0.0371400493149791,0.0018598343245205,0.0001387541530099
SEG_0116,7.025,80.0,0.0,0.675,0.1137839221156428,0.0384347969848293,0.0025316494830354,0.0002449864307576
SEG_0117,7.025,80.025,0.0,0.0,0.0890413228037978,0.037134177296784,0.0033712742557575,0.0004290669280753
SEG_0118,7.025,80.05,0.0,0.0,0.064537105972331,0.0344004595305629,0.0044055820766904,0.0007479487514863
SEG_0119,7.025,80.075,0.0,0.7297297297297297,0.0483014623197479,0.0321797643436552,0.0056844557285445,0.0013001395875572
SEG_0120,7.025,80.1,0.0,0.0,0.0388327009279545,0.0327985537037784,0.0073170901938792,0.0022558864443479
SEG_0121,7.025,80.125,0.0,0.0,0.0334025419500265,0.038986273770501,0.0095374923167365,0.0039091128308914
SEG_0122,7.025,80.15,0.0,0.0,0.0295410012070857,0.0544947155342314,0.0128122623468334,0.0067665426347578
SEG_0123,7.025,80.175,0.0,0.9310344827586207,0.0258144895310707,0.0853393096331734,0.0180102382027739,0.0117000267852053
SEG_0124,7.025,80.2,0.0,0.9655172413793104,0.0221090532341041,0.1418423164848341,0.0266674561354944,0.0202052912324224
SEG_0125,7.025,80.225,0.0,0.9310344827586207,0.018974866712119,0.2419811561753863,0.0414045556105965,0.0348370279201772
SEG_0126,7.025,80.25,0.0,0.9310344827586207,0.0168071869990513,0.4169226825673699,0.0665822209093403,0.0599274898802885
SEG_0127,7.025,80.275,0.0,0.9310344827586207,0.0155773168087711,0.7189981019355732,0.1092846070006752,0.1027319276976919
SEG_0128,7.025,80.3,0.0,0.9310344827586207,0.0149635349937069,1.0,0.1805854048717374,0.1751088193937276
SEG_0129,7.025,80.325,0.0,0.9310344827586207,0.0145580448842551,0.5916502347557664,0.2963101394918357,0.2953981251667351
SEG_0130,7.025,80.35,0.0,0.9310344827586207,0.0140255804747295,0.3417560583143636,0.4732142019915856,0.487654958015731
SEG_0131,7.025,80.375,0.0,0.0,0.0131997957377959,0.197185539433645,0.7034898652769151,0.7622146648356539
SEG_0132,7.05,79.85,0.0,0.0,0.0140317485536634,0.0072361232523402,0.0001767889632828,2.8037438550839307e-06
SEG_0133,7.05,79.875,0.0,0.0,0.0234895229213021,0.009990924324018,0.0002764146163011,9.269229097783611e-06
SEG_0134,7.05,79.9,0.0,0.0,0.0383232150571443,0.0132010387609474,0.0004155773423899,2.0447550222560245e-05
SEG_0135,7.05,79.925,0.0,0.0,0.0615075863894554,0.0165609406233628,0.0006059804394849,3.977147199554669e-05
SEG_0136,7.05,79.95,0.0,0.0,0.0978858115595949,0.019587254545893,0.0008609796189709,7.316646096420769e-05
SEG_0137,7.05,79.975,0.0,0.0,0.1554845039668806,0.0217534810536421,0.0011955203523378,0.0001308522449703
SEG_0138,7.05,80.0,0.0,0.0,0.1726496784976966,0.0227406781863611,0.0016269007699284,0.0002304372846274
SEG_0139,7.05,80.025,0.0,0.7941176470588235,0.1122484294728775,0.0226880168758835,0.0021777984365197,0.0004022236445265
SEG_0140,7.05,80.05,0.896551724137931,0.0,0.074927620981343,0.0222987957386951,0.0028840529865956,0.0006982783333701
SEG_0141,7.05,80.075,0.0,0.0,0.0521504916795273,0.0227899006597357,0.0038110273607627,0.0012078942802235
SEG_0142,7.05,80.1,0.0,0.0,0.0384937073553546,0.0258466328615592,0.0050839325593052,0.0020838254065128
SEG_0143,7.05,80.125,0.0,0.0,0.0304785319667791,0.0337907102173755,0.0069394263365568,0.0035865331535103
SEG_0144,7.05,80.15,0.0,0.8181818181818182,0.0257666226467305,0.0501041736080073,0.0098086138610755,0.0061581637964895
SEG_0145,7.05,80.175,0.0,0.6190476190476191,0.0229440635655975,0.0804069814076401,0.0144461299119126,0.0105446442566675
SEG_0146,7.05,80.2,0.0,0.5531914893617021,0.0213739253637672,0.1339885587893672,0.0221264003597007,0.0179931478295128
SEG_0147,7.05,80.225,0.0,0.7027027027027027,0.0208588566094901,0.2257880820144861,0.0349328612274765,0.0305607149376699
SEG_0148,7.05,80.25,0.0,0.7777777777777778,0.0212551730867293,0.3767481770698438,0.0561538921504271,0.0515666270480938
SEG_0149,7.05,80.275,0.0,0.7941176470588235,0.0222573721850546,0.5937557618146884,0.0907241513344937,0.0861664246267839
SEG_0150,7.05,80.3,0.0,0.8484848484848485,0.0233840055358505,0.7054655973738232,0.1453814882976592,0.1417919899071783
SEG_0151,7.05,80.325,0.0,0.6923076923076923,0.0240895665994018,0.5111442650722914,0.2274224000282072,0.2274098561822243
SEG_0152,7.05,80.35,0.0,0.75,0.0239337712502638,0.3137320598078014,0.3391390154184216,0.3482612670897934
SEG_0153,7.05,80.375,0.0,0.6136363636363636,0.0227420772710189,0.1857169598443902,0.4638424533331629,0.4885886128411439
SEG_0154,7.075,79.85,0.0,0.0,0.0162875768495965,0.0046386638662529,0.0001091063275758,2.274843350039273e-06
SEG_0155,7.075,79.875,0.0,0.0,0.0270864802988293,0.0062411142472395,0.0001746785121338,8.273999438548193e-06
SEG_0156,7.075,79.9,0.0,0.0,0.0436811904935894,0.0080511912083322,0.0002654103527517,1.85997931392981e-05
SEG_0157,7.075,79.925,0.0,0.0,0.068458969780045,0.009904464107932,0.0003887941300291,3.636712525967039e-05
SEG_0158,7.075,79.95,0.0,0.0,0.1035987945253308,0.0115750699294744,0.0005538884902629,6.69192373601378e-05
SEG_0159,7.075,79.975,0.0,0.0,0.1452072747686231,0.0128502429873045,0.0007719585706349,0.0001194062945055
SEG_0160,7.075,80.0,0.0,0.0,0.1535201557243719,0.0136468350820654,0.0010581187088875,0.0002094658686726
SEG_0161,7.075,80.025,0.0,0.627906976744186,0.1166899603837884,0.0141270371488653,0.0014350562300074,0.0003637562499889
SEG_0162,7.075,80.05,0.9468085106382979,0.0,0.0817097032110203,0.0147701005693044,0.0019405822914457,0.0006275838503236
SEG_0163,7.075,80.075,0.0,0.0,0.0569664113808241,0.0164047191378361,0.0026416177951471,0.0010776498685542
SEG_0164,7.075,80.1,0.0,0.0,0.040990360733451,0.0202667906901611,0.0036582971167477,0.0018431589370895
SEG_0165,7.075,80.125,0.0,0.0,0.0314733418391517,0.0281694753045133,0.0052032310651322,0.0031403368223962
SEG_0166,7.075,80.15,0.0,0.0,0.026475458007273,0.0428461547544162,0.0076427003229508,0.0053278592547782
SEG_0167,7.075,80.175,0.0,0.5777777777777777,0.0246304681032888,0.0684545280862026,0.0115884197618056,0.0089934509896594
SEG_0168,7.075,80.2,0.0,0.0,0.0250830617998162,0.1110164769883692,0.0180289339733493,0.0150833139449116
SEG_0169,7.075,80.225,0.0,0.0,0.0272791633860932,0.1777827240136904,0.0285032903892755,0.0250807918358475
SEG_0170,7.075,80.25,0.0,0.675,0.03071048040521,0.2717726170320829,0.045292165395209,0.0412142150362937
SEG_0171,7.075,80.275,0.0,0.84375,0.0347205120464165,0.3717033581972619,0.0715212742465845,0.0665901010391458
SEG_0172,7.075,80.3,0.0,0.0,0.0384394904555189,0.406904413083969,0.110882952319102,0.1049294300262879
SEG_0173,7.075,80.325,0.0,0.6,0.0408869901086289,0.3384864812187536,0.166352427242588,0.1591205805249283
SEG_0174,7.075,80.35,0.0,0.7714285714285715,0.0412495530021907,0.2348635422124984,0.237121199336955,0.2272198916281804
SEG_0175,7.075,80.375,0.0,0.0,0.0392274792511165,0.1496375314430575,0.314617976009187,0.2955403089642813
SEG_0176,7.1,79.85,0.0,0.0,0.018610192058175,0.0029249243994261,6.312781066721305e-05,1.6398161388376307e-06
SEG_0177,7.1,79.875,0.0,0.0,0.0308117427129734,0.0038515964914956,0.0001066355148401,7.065329355929539e-06
SEG_0178,7.1,79.9,0.0,0.0,0.049135133724727,0.0048763392191673,0.0001665236046252,1.63448693895543e-05
SEG_0179,7.1,79.925,1.0,0.0,0.0749795903035172,0.0059168702880739,0.0002479065745503,3.221004412074284e-05
SEG_0180,7.1,79.95,0.0,0.0,0.1071268019742516,0.0068745485391589,0.0003574199382183,5.930805173425323e-05
SEG_0181,7.1,79.975,0.0,0.0,0.1360317912435545,0.0076751198907987,0.0005041299747274,0.0001055226919401
SEG_0182,7.1,80.0,1.0,0.0,0.1418355650823058,0.0083266317441728,0.0007013868524133,0.0001841834199572
SEG_0183,7.1,80.025,1.0,0.0,0.1199795873211412,0.0089793386785966,0.0009704094369156,0.000317734639547
SEG_0184,7.1,80.05,0.9157894736842105,0.0,0.0894835504898517,0.0099751094767777,0.0013468229324591,0.0005437779061263
SEG_0185,7.1,80.075,0.0,0.0,0.0637563390488584,0.0118914305087593,0.0018919315808019,0.0009249088016481
SEG_0186,7.1,80.1,0.0,0.0,0.0460038663487517,0.0156047497660206,0.0027112042378935,0.001564486812183
SEG_0187,7.1,80.125,0.0,0.0,0.0354992250298716,0.0224004094774987,0.0039832626930477,0.002631378052167
SEG_0188,7.1,80.15,0.0,0.0,0.0307386730706616,0.0341262205510604,0.0060034456216796,0.0043975736003794
SEG_0189,7.1,80.175,0.0,0.5869565217391305,0.0304165041085197,0.0532977797995534,0.0092461991942851,0.0072926512209649
SEG_0190,7.1,80.2,0.0,0.0,0.0335872866277871,0.0828393773607623,0.0144484416831038,0.0119762806298937
SEG_0191,7.1,80.225,0.0,0.6190476190476191,0.0395179954351077,0.1246398517607792,0.0227077114656525,0.019419589758146
SEG_0192,7.1,80.25,0.0,0.5294117647058824,0.0474273318436479,0.1754380109130278,0.0355667500455444,0.0309582888407936
SEG_0193,7.1,80.275,0.0,0.6511627906976745,0.0562274813348936,0.2201837898580534,0.0550099770445158,0.0482181532079663
SEG_0194,7.1,80.3,0.0,0.5625,0.0643691614680072,0.2338101614458458,0.0832279256921529,0.072701507343554
SEG_0195,7.1,80.325,0.0,0.7567567567567568,0.069938781334351,0.2062347471847089,0.1219794715376966,0.104702082360431
SEG_0196,7.1,80.35,0.0,0.0,0.0711967974043815,0.1564597568178701,0.1716514575808656,0.1413541020439941
SEG_0197,7.1,80.375,0.0,0.75,0.0674543338171151,0.1076180811557628,0.2311093749067562,0.1747213209206299
SEG_0198,7.125,79.85,0.0,0.0,0.0209874104086051,0.0018218974188874,3.284572822103145e-05,9.774311094618797e-07
SEG_0199,7.125,79.875,0.0,0.0,0.034963784208221,0.0023577229178872,6.240386029742417e-05,5.769771476349004e-06
SEG_0200,7.125,79.9,0.0,0.0,0.0561053883017297,0.0029434827414765,0.0001030408184687,1.3895485837040129e-05
SEG_0201,7.125,79.925,0.0,0.0,0.0860894875153316,0.0035413009805174,0.000158480634989,2.767174956792015e-05
SEG_0202,7.125,79.95,0.0,0.0,0.1241437944975709,0.0041131414677164,0.0002338742491834,5.1001443893772415e-05
SEG_0203,7.125,79.975,0.0,0.0,0.1616269013075809,0.0046434241620354,0.0003367413218577,9.043067973503056e-05
SEG_0204,7.125,80.0,0.0,0.5510204081632653,0.1716857962588151,0.0051696184261075,0.0004787148762031,0.0001568842291384
SEG_0205,7.125,80.025,0.0,0.0,0.1425946889328638,0.0058155351746934,0.0006786605627399,0.0002684849465912
SEG_0206,7.125,80.05,0.0,0.0,0.104773297453536,0.0068236390804336,0.0009680288163049,0.0004550752520561
SEG_0207,7.125,80.075,0.0,0.0,0.0741807270827029,0.0085884646944178,0.0013996656216017,0.0007653449762492
SEG_0208,7.125,80.1,0.8350515463917526,0.0,0.0536209011005516,0.0116975036220993,0.0020617485609344,0.001277808626752
SEG_0209,7.125,80.125,0.0,0.4727272727272727,0.0421971166296303,0.0169795616102384,0.0030989789826279,0.0021171602328355
SEG_0210,7.125,80.15,0.0,0.5,0.0382824098138266,0.0255326806093469,0.0047434761736006,0.0034774584225554
SEG_0211,7.125,80.175,0.0,0.0,0.0404892364719498,0.0386393624779637,0.0073575265254327,0.0056524238249908
SEG_0212,7.125,80.2,0.0,0.0,0.0478434284691728,0.0573614788377917,0.0114884441446953,0.0090693193497038
SEG_0213,7.125,80.225,0.0,0.5,0.0595724523056884,0.0814877968408777,0.0179306028580197,0.0143135993386996
SEG_0214,7.125,80.25,0.0,0.627906976744186,0.0747132212305575,0.1077189597720162,0.0277794615341314,0.02211265896938
SEG_0215,7.125,80.275,0.0,0.5869565217391305,0.0916695854867995,0.1283801178807685,0.0424489486138809,0.0332159787470829
SEG_0216,7.125,80.3,0.0,0.627906976744186,0.1078229653317819,0.1342416763970455,0.0636231775126319,0.0480760073180709
SEG_0217,7.125,80.325,0.0,0.0,0.1194274933119751,0.1221285153607756,0.0931773918665178,0.0662510952371612
SEG_0218,7.125,80.35,0.0,0.6136363636363636,0.122522422183382,0.0982323087452452,0.133322756875876,0.0856443490994632
SEG_0219,7.125,80.375,0.0,0.574468085106383,0.1153010386669644,0.0719399513399919,0.1876239603411654,0.1021713224409668
SEG_0220,7.15,79.85,0.0,0.0,0.0231456772560497,0.0011246841847526,1.3938855877247917e-05,3.8782158769534886e-07
SEG_0221,7.15,79.875,0.0,0.0,0.0391882083458918,0.0014359551732034,3.506898409085279e-05,4.53815352244698e-06
SEG_0222,7.15,79.9,0.0,0.0,0.0642873741596377,0.0017755601217019,6.415973698015486e-05,1.1489907557306806e-05
SEG_0223,7.15,79.925,0.0,0.0,0.1015367864920659,0.0021282198487403,0.0001040890802217,2.314612669942401e-05
SEG_0224,7.15,79.95,0.0,0.0,0.1524553250231108,0.0024832802512028,0.0001590167028418,4.267589526744163e-05
SEG_0225,7.15,79.975,0.0,0.0,0.2161459607418819,0.0028474957047887,0.0002352430939223,7.532585591598262e-05
SEG_0226,7.15,80.0,0.0,0.0,0.2475172558288251,0.0032618341025859,0.0003427219103299,0.0001297228101716
